Item Purchased,Category,Size,Color,Season,Review Rating,Product_ID
Sweater,Clothing,XL,Violet,Winter,3.8,PROD3853
Blouse,Clothing,XL,Olive,Spring,2.9,PROD3854
Sweater,Clothing,M,Teal,Spring,3.8,PROD3855
Shirt,Clothing,XL,Teal,Spring,4.7,PROD3856
Jewelry,Accessories,XL,Beige,Summer,3.2,PROD3857
T-shirt,Clothing,L,Maroon,Summer,4,PROD3858
Scarf,Accessories,S,Peach,Spring,4.9,PROD3859
Belt,Accessories,L,Beige,Summer,3.7,PROD3860
T-shirt,Clothing,M,Silver,Summer,4.8,PROD3861
Sneakers,Footwear,S,Peach,Fall,3.6,PROD3862
Gloves,Accessories,M,Turquoise,Winter,4.6,PROD3863
Sandals,Footwear,L,Orange,Spring,4.3,PROD3864
Backpack,Accessories,S,Cyan,Fall,3.2,PROD3865
Pants,Clothing,S,Silver,Summer,3.8,PROD3866
T-shirt,Clothing,XL,Gold,Winter,4.2,PROD3867
Skirt,Clothing,M,Brown,Fall,3.4,PROD3868
Gloves,Accessories,M,Silver,Spring,4.7,PROD3869
Blouse,Clothing,S,Beige,Spring,3.9,PROD3870
Blouse,Clothing,L,Violet,Spring,4.3,PROD3871
Jeans,Clothing,XL,Violet,Fall,2.7,PROD3872
T-shirt,Clothing,M,Lavender,Summer,4.6,PROD3873
Sweater,Clothing,XL,Red,Fall,2.9,PROD3874
Pants,Clothing,L,Purple,Fall,3.6,PROD3875
Boots,Footwear,M,Brown,Winter,3.9,PROD3876
Skirt,Clothing,M,Gray,Fall,2.6,PROD3877
Gloves,Accessories,L,Pink,Fall,3.6,PROD3878
Socks,Clothing,L,Magenta,Summer,3.4,PROD3879
T-shirt,Clothing,L,Charcoal,Spring,3.5,PROD3880
Blouse,Clothing,L,Yellow,Fall,3.1,PROD3881
Blouse,Clothing,M,Red,Winter,4.3,PROD3882
Scarf,Accessories,L,Blue,Winter,5,PROD3883
Backpack,Accessories,M,Cyan,Spring,4.9,PROD3884
Shorts,Clothing,S,Pink,Summer,4.3,PROD3885
Jewelry,Accessories,S,Maroon,Winter,4.4,PROD3886
Gloves,Accessories,L,Beige,Spring,4.4,PROD3887
Hoodie,Clothing,XL,Gold,Fall,3.5,PROD3888
Hoodie,Clothing,XL,Turquoise,Winter,3.4,PROD3889
Skirt,Clothing,L,Peach,Spring,2.5,PROD3890
Sunglasses,Accessories,M,Lavender,Spring,3.4,PROD3891
Jewelry,Accessories,M,Gray,Summer,2.6,PROD3892
Jacket,Outerwear,M,Blue,Fall,4.6,PROD3893
Dress,Clothing,L,Red,Summer,3.7,PROD3894
Hoodie,Clothing,M,Purple,Fall,2.5,PROD3895
Jeans,Clothing,L,Indigo,Fall,4.5,PROD3896
Sandals,Footwear,M,Gold,Fall,2.9,PROD3897
Sunglasses,Accessories,L,Teal,Winter,2.9,PROD3898
Pants,Clothing,L,Magenta,Fall,3.5,PROD3899
Shorts,Clothing,L,Maroon,Winter,4.2,PROD3900
Jewelry,Accessories,S,Blue,Summer,3.3,PROD3901
Socks,Clothing,S,Beige,Winter,3.9,PROD3902
Sandals,Footwear,S,Olive,Spring,5,PROD3903
Pants,Clothing,M,Gold,Summer,3.3,PROD3904
T-shirt,Clothing,S,Silver,Spring,4.2,PROD3905
Boots,Footwear,M,Teal,Summer,4.9,PROD3906
Backpack,Accessories,M,Green,Spring,4.6,PROD3907
Skirt,Clothing,L,Orange,Fall,4.8,PROD3908
Scarf,Accessories,XL,Charcoal,Winter,2.7,PROD3909
Sweater,Clothing,S,Black,Spring,4.3,PROD3910
Sandals,Footwear,S,Yellow,Fall,3.8,PROD3911
Jewelry,Accessories,M,Gray,Spring,4.9,PROD3912
Sweater,Clothing,S,Charcoal,Winter,3.4,PROD3913
Skirt,Clothing,M,Peach,Winter,3.6,PROD3914
Shorts,Clothing,L,Green,Fall,3.4,PROD3915
Backpack,Accessories,M,Magenta,Fall,4.7,PROD3916
Hoodie,Clothing,S,Beige,Winter,3,PROD3917
Skirt,Clothing,L,Black,Winter,3.4,PROD3918
Skirt,Clothing,S,Purple,Summer,4.6,PROD3919
Backpack,Accessories,M,Olive,Summer,3.1,PROD3920
Blouse,Clothing,M,Purple,Spring,2.8,PROD3921
Shirt,Clothing,M,Green,Fall,3.5,PROD3922
Gloves,Accessories,S,Peach,Summer,4.6,PROD3923
Sandals,Footwear,XL,Blue,Summer,4.3,PROD3924
Jacket,Outerwear,M,Gray,Fall,4.8,PROD3925
Sneakers,Footwear,L,Black,Winter,2.9,PROD3926
Backpack,Accessories,M,Silver,Spring,3,PROD3927
Pants,Clothing,M,Pink,Summer,2.9,PROD3928
Sunglasses,Accessories,S,Lavender,Summer,3.7,PROD3929
Jeans,Clothing,L,Brown,Fall,4.7,PROD3930
Pants,Clothing,L,Turquoise,Spring,3.5,PROD3931
Jewelry,Accessories,S,Olive,Spring,2.7,PROD3932
Hoodie,Clothing,M,White,Spring,5,PROD3933
Sandals,Footwear,L,Violet,Summer,4.1,PROD3934
Jacket,Outerwear,L,Gold,Winter,2.7,PROD3935
Blouse,Clothing,XL,Violet,Spring,4.8,PROD3936
Jewelry,Accessories,S,Teal,Summer,4.3,PROD3937
Socks,Clothing,M,Olive,Summer,4.5,PROD3938
Jeans,Clothing,L,Blue,Spring,3.8,PROD3939
Gloves,Accessories,L,Magenta,Winter,3.7,PROD3940
Hat,Accessories,L,Gray,Fall,3.9,PROD3941
Shoes,Footwear,XL,Peach,Winter,3.3,PROD3942
Pants,Clothing,M,Cyan,Fall,3.4,PROD3943
Socks,Clothing,L,Violet,Summer,3.8,PROD3944
Hoodie,Clothing,M,Gold,Winter,2.7,PROD3945
Hoodie,Clothing,M,Gold,Winter,2.9,PROD3946
Pants,Clothing,M,White,Summer,4.5,PROD3947
Shirt,Clothing,M,Gray,Summer,2.6,PROD3948
T-shirt,Clothing,L,Brown,Winter,3.1,PROD3949
Dress,Clothing,L,Gray,Winter,4.7,PROD3950
Backpack,Accessories,L,Blue,Summer,4.6,PROD3951
Gloves,Accessories,L,Gold,Summer,2.7,PROD3952
Shoes,Footwear,L,Yellow,Summer,4.6,PROD3953
Skirt,Clothing,XL,Green,Spring,4.8,PROD3954
Gloves,Accessories,M,Pink,Winter,4.2,PROD3955
Hoodie,Clothing,M,Pink,Winter,4.9,PROD3956
Socks,Clothing,M,Pink,Winter,4.9,PROD3957
Gloves,Accessories,M,Cyan,Spring,4.5,PROD3958
Shorts,Clothing,M,Gray,Winter,2.7,PROD3959
Shoes,Footwear,M,White,Fall,3.1,PROD3960
Jeans,Clothing,L,Red,Summer,3.3,PROD3961
Boots,Footwear,L,Black,Summer,2.6,PROD3962
Hat,Accessories,M,Silver,Fall,4.4,PROD3963
Shorts,Clothing,L,Pink,Spring,3.9,PROD3964
Pants,Clothing,S,Cyan,Summer,4.6,PROD3965
Sweater,Clothing,M,White,Fall,4.9,PROD3966
Jacket,Outerwear,XL,Purple,Winter,3.7,PROD3967
Dress,Clothing,L,Yellow,Fall,3.7,PROD3968
Shirt,Clothing,S,Blue,Spring,4.2,PROD3969
Dress,Clothing,S,Cyan,Winter,3.5,PROD3970
Belt,Accessories,M,Indigo,Spring,2.9,PROD3971
Hat,Accessories,XL,Indigo,Spring,3.4,PROD3972
Backpack,Accessories,M,Silver,Summer,3.3,PROD3973
Skirt,Clothing,XL,Red,Fall,4.5,PROD3974
Gloves,Accessories,M,Peach,Winter,4.6,PROD3975
Jacket,Outerwear,L,Turquoise,Fall,2.9,PROD3976
Handbag,Accessories,M,Pink,Spring,3.2,PROD3977
Sandals,Footwear,M,Teal,Summer,2.6,PROD3978
Sunglasses,Accessories,L,Magenta,Spring,3.8,PROD3979
Jeans,Clothing,L,Blue,Spring,2.8,PROD3980
Sandals,Footwear,M,Green,Winter,4.4,PROD3981
Shoes,Footwear,L,Violet,Summer,4.7,PROD3982
Sunglasses,Accessories,M,Turquoise,Summer,2.7,PROD3983
Scarf,Accessories,M,Pink,Summer,2.6,PROD3984
Skirt,Clothing,M,Black,Summer,3.4,PROD3985
Gloves,Accessories,M,Gold,Spring,3.9,PROD3986
Coat,Outerwear,L,Green,Summer,3.4,PROD3987
Belt,Accessories,XL,White,Summer,3.4,PROD3988
Pants,Clothing,M,Gold,Winter,3.9,PROD3989
Jewelry,Accessories,S,Charcoal,Spring,4,PROD3990
Backpack,Accessories,L,White,Spring,3.4,PROD3991
Sneakers,Footwear,M,Brown,Summer,3.7,PROD3992
Hoodie,Clothing,L,Gold,Winter,4.9,PROD3993
Blouse,Clothing,S,Purple,Spring,5,PROD3994
Sunglasses,Accessories,M,Brown,Fall,2.9,PROD3995
Boots,Footwear,S,Teal,Spring,3,PROD3996
Sneakers,Footwear,L,Indigo,Summer,3.3,PROD3997
Backpack,Accessories,M,Purple,Fall,4.7,PROD3998
Pants,Clothing,M,Orange,Fall,3.4,PROD3999
Socks,Clothing,L,Indigo,Winter,4.6,PROD4000
Belt,Accessories,M,Lavender,Winter,3.6,PROD4001
Sunglasses,Accessories,S,Purple,Winter,2.6,PROD4002
Shirt,Clothing,M,Red,Summer,2.7,PROD4003
Sneakers,Footwear,S,Blue,Spring,3.1,PROD4004
Shoes,Footwear,L,Blue,Fall,3.2,PROD4005
Sandals,Footwear,M,Cyan,Winter,3.4,PROD4006
Scarf,Accessories,S,Pink,Fall,4.4,PROD4007
Shirt,Clothing,M,Silver,Summer,3.2,PROD4008
Skirt,Clothing,M,Gray,Spring,2.5,PROD4009
Boots,Footwear,M,Indigo,Summer,3.8,PROD4010
Sweater,Clothing,M,Maroon,Summer,4.4,PROD4011
Sandals,Footwear,M,Beige,Spring,3.7,PROD4012
Jeans,Clothing,L,Green,Fall,3.2,PROD4013
Backpack,Accessories,M,Peach,Winter,4.9,PROD4014
Skirt,Clothing,L,Black,Summer,3.9,PROD4015
Belt,Accessories,S,Pink,Summer,4.5,PROD4016
Shoes,Footwear,S,Violet,Winter,3.4,PROD4017
Socks,Clothing,S,Green,Winter,4.1,PROD4018
Backpack,Accessories,S,Gold,Fall,4.5,PROD4019
Shirt,Clothing,S,Red,Winter,4.7,PROD4020
Sweater,Clothing,M,Beige,Winter,4.8,PROD4021
Handbag,Accessories,M,Green,Winter,4.4,PROD4022
Jewelry,Accessories,S,Black,Winter,4,PROD4023
Socks,Clothing,S,Teal,Winter,4.1,PROD4024
Socks,Clothing,L,Silver,Fall,3.7,PROD4025
Shirt,Clothing,M,Turquoise,Summer,3,PROD4026
Scarf,Accessories,M,Orange,Winter,3.6,PROD4027
Shoes,Footwear,S,Gold,Fall,4.8,PROD4028
Shoes,Footwear,XL,Purple,Fall,3.7,PROD4029
Scarf,Accessories,M,Pink,Spring,4.6,PROD4030
Sunglasses,Accessories,S,Green,Summer,2.8,PROD4031
Socks,Clothing,L,Charcoal,Spring,4,PROD4032
Blouse,Clothing,M,Maroon,Winter,4.2,PROD4033
Jeans,Clothing,L,Olive,Summer,3.6,PROD4034
Shorts,Clothing,M,Peach,Spring,2.9,PROD4035
T-shirt,Clothing,S,Yellow,Summer,4.1,PROD4036
Blouse,Clothing,S,Lavender,Winter,3.1,PROD4037
Belt,Accessories,S,Green,Summer,4.3,PROD4038
Blouse,Clothing,L,Orange,Spring,4.4,PROD4039
T-shirt,Clothing,M,Olive,Spring,3.1,PROD4040
Jewelry,Accessories,XL,Gray,Spring,2.9,PROD4041
Jacket,Outerwear,S,Lavender,Winter,3.2,PROD4042
Shoes,Footwear,M,Red,Spring,4,PROD4043
Gloves,Accessories,M,Charcoal,Summer,2.7,PROD4044
Jeans,Clothing,L,Orange,Spring,3,PROD4045
Jewelry,Accessories,M,Red,Fall,4.4,PROD4046
Pants,Clothing,M,Maroon,Winter,2.8,PROD4047
Jewelry,Accessories,M,Silver,Summer,3.1,PROD4048
Sneakers,Footwear,XL,Pink,Winter,3.9,PROD4049
Boots,Footwear,L,Blue,Fall,2.7,PROD4050
Hat,Accessories,M,Teal,Summer,3.4,PROD4051
T-shirt,Clothing,L,Black,Spring,3.8,PROD4052
Backpack,Accessories,M,Gray,Winter,3.7,PROD4053
Sunglasses,Accessories,S,Purple,Spring,4.5,PROD4054
Sweater,Clothing,XL,Gold,Spring,2.9,PROD4055
Handbag,Accessories,M,Silver,Fall,3.4,PROD4056
Backpack,Accessories,L,Blue,Spring,4.4,PROD4057
Socks,Clothing,L,Yellow,Spring,4.2,PROD4058
Shirt,Clothing,M,Brown,Winter,3.3,PROD4059
Shorts,Clothing,XL,Beige,Spring,3.7,PROD4060
Belt,Accessories,M,Blue,Fall,3.2,PROD4061
Sweater,Clothing,S,Magenta,Summer,2.6,PROD4062
Coat,Outerwear,L,Silver,Fall,2.8,PROD4063
Shorts,Clothing,M,Cyan,Fall,2.9,PROD4064
Shoes,Footwear,M,Green,Summer,4,PROD4065
Sneakers,Footwear,M,Blue,Spring,2.9,PROD4066
Sneakers,Footwear,M,Olive,Fall,4.7,PROD4067
Pants,Clothing,XL,Beige,Fall,3.1,PROD4068
Jewelry,Accessories,XL,Black,Summer,3.9,PROD4069
T-shirt,Clothing,M,Indigo,Fall,3.4,PROD4070
Jewelry,Accessories,XL,Red,Spring,3.1,PROD4071
Jacket,Outerwear,S,Yellow,Fall,4.8,PROD4072
Backpack,Accessories,M,Beige,Winter,3.9,PROD4073
Belt,Accessories,S,Green,Winter,3.5,PROD4074
Scarf,Accessories,M,White,Summer,3.1,PROD4075
Sweater,Clothing,S,Turquoise,Fall,4.7,PROD4076
Gloves,Accessories,S,Indigo,Fall,4.6,PROD4077
Scarf,Accessories,L,Orange,Fall,3.3,PROD4078
Dress,Clothing,M,Blue,Spring,3.2,PROD4079
Jeans,Clothing,L,Violet,Summer,3.1,PROD4080
Sunglasses,Accessories,S,Gray,Fall,3.5,PROD4081
Coat,Outerwear,S,Cyan,Spring,4.3,PROD4082
Jeans,Clothing,M,Yellow,Summer,2.9,PROD4083
Scarf,Accessories,L,Orange,Fall,2.7,PROD4084
Blouse,Clothing,S,Brown,Summer,4,PROD4085
Jeans,Clothing,M,Teal,Fall,4.6,PROD4086
Dress,Clothing,L,Beige,Summer,4.7,PROD4087
Hat,Accessories,M,Blue,Summer,4.7,PROD4088
Sandals,Footwear,L,Orange,Spring,4,PROD4089
Jacket,Outerwear,L,Gold,Spring,3.6,PROD4090
Socks,Clothing,S,Teal,Winter,3.4,PROD4091
Jeans,Clothing,XL,Beige,Fall,3,PROD4092
Sandals,Footwear,M,Silver,Fall,2.6,PROD4093
Dress,Clothing,M,Maroon,Spring,4.2,PROD4094
Socks,Clothing,M,Indigo,Spring,3.4,PROD4095
Hoodie,Clothing,M,Gray,Fall,4,PROD4096
Dress,Clothing,L,Blue,Summer,4.7,PROD4097
Sneakers,Footwear,S,Cyan,Winter,3.9,PROD4098
T-shirt,Clothing,M,White,Summer,3.3,PROD4099
T-shirt,Clothing,L,Green,Summer,2.9,PROD4100
Sweater,Clothing,M,Silver,Spring,4.4,PROD4101
Shirt,Clothing,M,Blue,Winter,3.6,PROD4102
Hat,Accessories,M,Brown,Spring,4.5,PROD4103
Pants,Clothing,S,Red,Summer,3.7,PROD4104
Shoes,Footwear,M,Gold,Spring,2.8,PROD4105
Gloves,Accessories,M,Silver,Spring,4.5,PROD4106
Jewelry,Accessories,M,Gray,Fall,4.4,PROD4107
Pants,Clothing,M,Black,Winter,3.3,PROD4108
Hoodie,Clothing,XL,Beige,Winter,4.2,PROD4109
Jewelry,Accessories,L,Peach,Fall,2.7,PROD4110
Socks,Clothing,L,Cyan,Spring,3.9,PROD4111
Sunglasses,Accessories,XL,Pink,Spring,2.6,PROD4112
Belt,Accessories,M,Lavender,Fall,4.5,PROD4113
Dress,Clothing,M,Brown,Spring,2.7,PROD4114
Shirt,Clothing,M,Magenta,Winter,2.9,PROD4115
Scarf,Accessories,M,Violet,Winter,3.4,PROD4116
Jacket,Outerwear,M,Teal,Summer,2.9,PROD4117
Dress,Clothing,L,Brown,Summer,3.8,PROD4118
Socks,Clothing,M,Olive,Fall,4.2,PROD4119
Jewelry,Accessories,M,Indigo,Spring,3.5,PROD4120
Scarf,Accessories,S,Red,Fall,3.1,PROD4121
Backpack,Accessories,M,Olive,Winter,3.5,PROD4122
Jacket,Outerwear,L,Teal,Fall,4,PROD4123
Coat,Outerwear,L,Cyan,Spring,3.7,PROD4124
Skirt,Clothing,M,Teal,Fall,4.2,PROD4125
Coat,Outerwear,M,Beige,Fall,4.8,PROD4126
Shoes,Footwear,XL,Magenta,Winter,4.1,PROD4127
Boots,Footwear,M,Indigo,Spring,4.5,PROD4128
Coat,Outerwear,L,Cyan,Fall,2.7,PROD4129
Skirt,Clothing,L,Orange,Fall,2.8,PROD4130
Backpack,Accessories,L,Violet,Summer,3.7,PROD4131
Shorts,Clothing,M,Red,Fall,3.6,PROD4132
Skirt,Clothing,M,Magenta,Fall,4.7,PROD4133
Hat,Accessories,M,Olive,Summer,3.8,PROD4134
Sandals,Footwear,XL,Maroon,Winter,2.9,PROD4135
Sunglasses,Accessories,S,Yellow,Winter,4.6,PROD4136
Sunglasses,Accessories,M,Red,Summer,2.8,PROD4137
Socks,Clothing,XL,Purple,Winter,4.6,PROD4138
Sweater,Clothing,M,Teal,Fall,2.8,PROD4139
Boots,Footwear,M,Red,Winter,3,PROD4140
Handbag,Accessories,M,Brown,Fall,3.7,PROD4141
Dress,Clothing,M,Peach,Winter,4.1,PROD4142
Hat,Accessories,M,Maroon,Winter,4.3,PROD4143
Sandals,Footwear,L,Red,Fall,3.8,PROD4144
Shoes,Footwear,L,Orange,Winter,3.7,PROD4145
Skirt,Clothing,S,White,Winter,4.8,PROD4146
Sunglasses,Accessories,XL,White,Summer,4.6,PROD4147
Skirt,Clothing,S,Charcoal,Fall,4.8,PROD4148
T-shirt,Clothing,XL,Turquoise,Winter,4.6,PROD4149
Sandals,Footwear,L,Orange,Winter,4,PROD4150
Shirt,Clothing,M,Orange,Spring,2.6,PROD4151
Jeans,Clothing,L,Brown,Fall,2.6,PROD4152
Shorts,Clothing,L,Magenta,Summer,4.5,PROD4153
Shirt,Clothing,M,Violet,Fall,4.2,PROD4154
Scarf,Accessories,M,Violet,Spring,3.4,PROD4155
Handbag,Accessories,L,Yellow,Fall,3.7,PROD4156
Skirt,Clothing,M,Maroon,Winter,3.6,PROD4157
Handbag,Accessories,L,Turquoise,Winter,4,PROD4158
Gloves,Accessories,XL,Olive,Spring,4.6,PROD4159
Shirt,Clothing,M,Peach,Fall,3,PROD4160
Blouse,Clothing,L,Charcoal,Winter,3.3,PROD4161
Dress,Clothing,S,Peach,Summer,3.8,PROD4162
Shorts,Clothing,S,Black,Summer,2.7,PROD4163
Shoes,Footwear,L,Gray,Spring,4.5,PROD4164
Sandals,Footwear,S,Olive,Winter,4.8,PROD4165
Pants,Clothing,M,Turquoise,Summer,4.2,PROD4166
Jacket,Outerwear,S,Purple,Spring,3.5,PROD4167
Skirt,Clothing,L,Green,Winter,4.9,PROD4168
Handbag,Accessories,M,Beige,Spring,4.1,PROD4169
Coat,Outerwear,M,Brown,Fall,2.9,PROD4170
Sweater,Clothing,M,Turquoise,Fall,4,PROD4171
Shorts,Clothing,M,Yellow,Summer,4.6,PROD4172
Skirt,Clothing,S,Lavender,Fall,2.8,PROD4173
Gloves,Accessories,S,Cyan,Summer,5,PROD4174
Backpack,Accessories,S,Olive,Spring,2.9,PROD4175
Dress,Clothing,M,Silver,Spring,3.3,PROD4176
Belt,Accessories,S,Red,Winter,3.4,PROD4177
Gloves,Accessories,XL,Green,Winter,3,PROD4178
Jewelry,Accessories,M,Gold,Summer,4.7,PROD4179
Socks,Clothing,L,Lavender,Fall,2.9,PROD4180
Coat,Outerwear,M,Yellow,Summer,4.1,PROD4181
Handbag,Accessories,M,Black,Fall,3.2,PROD4182
Blouse,Clothing,M,Maroon,Winter,2.7,PROD4183
Shorts,Clothing,M,Maroon,Spring,4.7,PROD4184
Shoes,Footwear,S,Gold,Spring,3.2,PROD4185
Shorts,Clothing,M,Violet,Winter,2.5,PROD4186
Sandals,Footwear,XL,Teal,Winter,4.3,PROD4187
Blouse,Clothing,M,Violet,Spring,4.4,PROD4188
Coat,Outerwear,M,Brown,Winter,4.7,PROD4189
Blouse,Clothing,XL,Brown,Fall,4,PROD4190
Belt,Accessories,S,Maroon,Spring,4.6,PROD4191
Blouse,Clothing,S,Maroon,Summer,3.8,PROD4192
Scarf,Accessories,L,Yellow,Winter,3.2,PROD4193
Shirt,Clothing,L,Turquoise,Spring,5,PROD4194
Socks,Clothing,M,Silver,Summer,3.5,PROD4195
Jeans,Clothing,M,Brown,Fall,3.7,PROD4196
Dress,Clothing,M,Gray,Spring,4.8,PROD4197
Boots,Footwear,M,Indigo,Summer,3.7,PROD4198
Scarf,Accessories,L,Turquoise,Summer,3.5,PROD4199
Scarf,Accessories,M,Maroon,Summer,4.9,PROD4200
Gloves,Accessories,L,Charcoal,Summer,4.7,PROD4201
Pants,Clothing,L,Peach,Spring,4.9,PROD4202
Dress,Clothing,M,Red,Summer,4.3,PROD4203
Dress,Clothing,M,Indigo,Winter,3.1,PROD4204
Jeans,Clothing,S,Lavender,Winter,3.4,PROD4205
Sweater,Clothing,XL,Red,Fall,2.7,PROD4206
Sandals,Footwear,L,Green,Spring,2.6,PROD4207
Handbag,Accessories,M,Gray,Fall,2.9,PROD4208
Scarf,Accessories,XL,Violet,Summer,2.7,PROD4209
Sandals,Footwear,XL,Beige,Summer,4.5,PROD4210
Sunglasses,Accessories,M,Orange,Summer,3.1,PROD4211
Sweater,Clothing,L,Purple,Winter,3.2,PROD4212
Pants,Clothing,M,Brown,Winter,3.3,PROD4213
Hat,Accessories,M,Maroon,Fall,2.9,PROD4214
Belt,Accessories,L,Gold,Fall,4.1,PROD4215
Sandals,Footwear,M,Indigo,Winter,2.7,PROD4216
Pants,Clothing,XL,Silver,Winter,4,PROD4217
Jewelry,Accessories,XL,Red,Fall,2.6,PROD4218
Sunglasses,Accessories,M,Magenta,Winter,3.5,PROD4219
Blouse,Clothing,S,Purple,Fall,2.8,PROD4220
Belt,Accessories,XL,Beige,Fall,4.5,PROD4221
Shorts,Clothing,XL,White,Fall,3,PROD4222
Pants,Clothing,M,Teal,Summer,4.4,PROD4223
Sandals,Footwear,M,Gray,Fall,4.7,PROD4224
Gloves,Accessories,L,Charcoal,Winter,4.3,PROD4225
Belt,Accessories,S,Olive,Spring,4.8,PROD4226
Shirt,Clothing,L,Blue,Spring,4.8,PROD4227
Scarf,Accessories,S,Gray,Summer,4.4,PROD4228
Gloves,Accessories,M,Green,Fall,3.7,PROD4229
Pants,Clothing,M,Silver,Fall,3.9,PROD4230
Sneakers,Footwear,S,Teal,Spring,3.8,PROD4231
Jacket,Outerwear,M,Beige,Fall,4.1,PROD4232
Shoes,Footwear,L,Lavender,Spring,4,PROD4233
Blouse,Clothing,XL,Gray,Summer,4.5,PROD4234
Boots,Footwear,S,Yellow,Winter,4,PROD4235
Socks,Clothing,M,Gray,Spring,4.5,PROD4236
T-shirt,Clothing,M,Yellow,Winter,2.7,PROD4237
Sandals,Footwear,S,Black,Summer,3.8,PROD4238
Sneakers,Footwear,L,Beige,Winter,3.8,PROD4239
Jewelry,Accessories,L,Indigo,Summer,3.8,PROD4240
Sandals,Footwear,L,Green,Winter,4.3,PROD4241
Jacket,Outerwear,M,Purple,Summer,3.5,PROD4242
Skirt,Clothing,M,Orange,Spring,3.8,PROD4243
Shirt,Clothing,M,Teal,Winter,3.7,PROD4244
Shorts,Clothing,M,Gold,Summer,4.8,PROD4245
Socks,Clothing,L,Gray,Fall,4.9,PROD4246
Jacket,Outerwear,M,Cyan,Fall,4.3,PROD4247
Jewelry,Accessories,L,Teal,Summer,4.4,PROD4248
T-shirt,Clothing,M,Violet,Winter,3.4,PROD4249
Gloves,Accessories,XL,Indigo,Spring,4.3,PROD4250
Shoes,Footwear,L,Pink,Summer,4.6,PROD4251
Shoes,Footwear,L,Gold,Fall,3.8,PROD4252
Shoes,Footwear,S,Maroon,Summer,3.9,PROD4253
Hoodie,Clothing,M,Brown,Spring,2.6,PROD4254
Belt,Accessories,M,Gold,Winter,4.2,PROD4255
Coat,Outerwear,L,Teal,Spring,4.6,PROD4256
Blouse,Clothing,M,Turquoise,Fall,5,PROD4257
Skirt,Clothing,L,Olive,Fall,4.2,PROD4258
T-shirt,Clothing,L,Cyan,Winter,4.3,PROD4259
Jeans,Clothing,XL,Beige,Spring,3.3,PROD4260
Scarf,Accessories,M,Blue,Fall,4.9,PROD4261
Backpack,Accessories,L,Gold,Spring,4.4,PROD4262
Backpack,Accessories,M,Green,Winter,3.1,PROD4263
Scarf,Accessories,XL,Green,Winter,3.5,PROD4264
Hat,Accessories,M,Turquoise,Summer,3.9,PROD4265
Coat,Outerwear,XL,Yellow,Fall,3.9,PROD4266
Dress,Clothing,M,Yellow,Fall,4.3,PROD4267
Gloves,Accessories,S,Blue,Spring,3.8,PROD4268
Sweater,Clothing,L,Charcoal,Spring,2.7,PROD4269
Skirt,Clothing,M,Yellow,Fall,4.4,PROD4270
Blouse,Clothing,L,Purple,Spring,3.5,PROD4271
Dress,Clothing,M,Green,Summer,3.4,PROD4272
Jacket,Outerwear,L,Charcoal,Spring,4,PROD4273
Coat,Outerwear,L,Silver,Winter,4.8,PROD4274
Dress,Clothing,L,Turquoise,Spring,4.5,PROD4275
Shorts,Clothing,M,Gray,Winter,4.4,PROD4276
Jeans,Clothing,L,Red,Summer,4.1,PROD4277
Hat,Accessories,M,Beige,Summer,4.6,PROD4278
Gloves,Accessories,M,Maroon,Fall,3.8,PROD4279
Sneakers,Footwear,L,Indigo,Spring,2.9,PROD4280
Shoes,Footwear,M,Red,Summer,2.8,PROD4281
Hoodie,Clothing,XL,Maroon,Summer,3,PROD4282
Sneakers,Footwear,S,Red,Fall,4.2,PROD4283
Handbag,Accessories,S,Black,Winter,4.1,PROD4284
Blouse,Clothing,XL,Black,Fall,4.1,PROD4285
Belt,Accessories,L,Pink,Summer,4.6,PROD4286
Socks,Clothing,L,Blue,Spring,2.5,PROD4287
Blouse,Clothing,L,Green,Summer,3,PROD4288
Jewelry,Accessories,M,Orange,Fall,3.8,PROD4289
Shorts,Clothing,M,Orange,Fall,4.1,PROD4290
Boots,Footwear,L,Magenta,Winter,3.3,PROD4291
Coat,Outerwear,M,Indigo,Spring,5,PROD4292
T-shirt,Clothing,S,Beige,Spring,3.8,PROD4293
Sweater,Clothing,L,Green,Fall,3.3,PROD4294
Sunglasses,Accessories,M,Red,Winter,5,PROD4295
Hat,Accessories,L,Beige,Spring,2.9,PROD4296
Gloves,Accessories,M,Green,Fall,2.5,PROD4297
Socks,Clothing,M,Orange,Summer,4.7,PROD4298
Handbag,Accessories,L,Cyan,Spring,2.9,PROD4299
Coat,Outerwear,M,Violet,Summer,3.7,PROD4300
Coat,Outerwear,XL,Lavender,Summer,4.4,PROD4301
Pants,Clothing,L,Turquoise,Winter,2.9,PROD4302
Belt,Accessories,L,Pink,Summer,3.6,PROD4303
Sunglasses,Accessories,S,Beige,Spring,4.8,PROD4304
Hoodie,Clothing,L,Silver,Winter,4.7,PROD4305
Handbag,Accessories,M,Gold,Summer,2.6,PROD4306
Gloves,Accessories,L,Silver,Winter,3.4,PROD4307
Skirt,Clothing,L,Green,Fall,3.5,PROD4308
Sunglasses,Accessories,M,Teal,Winter,3.4,PROD4309
Dress,Clothing,S,Gold,Fall,5,PROD4310
Gloves,Accessories,M,Cyan,Spring,4.6,PROD4311
Sneakers,Footwear,L,Gold,Spring,4.8,PROD4312
T-shirt,Clothing,L,Violet,Summer,3.7,PROD4313
Dress,Clothing,M,Black,Summer,4.7,PROD4314
Handbag,Accessories,XL,Brown,Winter,4.4,PROD4315
